tree,Source,n,p
prediction.488,Beef,150,0.2304147465437788
prediction.488,Poultry,381,0.5852534562211982
prediction.488,Sheep,120,0.18433179723502305
prediction.489,Beef,156,0.23963133640552994
prediction.489,Poultry,399,0.6129032258064516
prediction.489,Sheep,96,0.14746543778801843
prediction.49,Beef,174,0.2672811059907834
prediction.49,Poultry,333,0.511520737327189
prediction.49,Sheep,144,0.22119815668202766
prediction.490,Beef,166,0.25499231950844853
prediction.490,Poultry,385,0.5913978494623656
prediction.490,Sheep,100,0.15360983102918588
prediction.491,Beef,133,0.20430107526881722
prediction.491,Poultry,417,0.6405529953917051
prediction.491,Sheep,101,0.15514592933947774
prediction.492,Beef,165,0.2534562211981567
prediction.492,Poultry,352,0.5407066052227343
prediction.492,Sheep,134,0.20583717357910905
prediction.493,Beef,153,0.2350230414746544
prediction.493,Poultry,333,0.511520737327189
prediction.493,Sheep,165,0.2534562211981567
prediction.494,Beef,143,0.2196620583717358
prediction.494,Poultry,410,0.6298003072196621
prediction.494,Sheep,98,0.15053763440860216
prediction.495,Beef,127,0.19508448540706605
prediction.495,Poultry,434,0.6666666666666666
prediction.495,Sheep,90,0.1382488479262673
prediction.496,Beef,152,0.23348694316436253
prediction.496,Poultry,395,0.6067588325652842
prediction.496,Sheep,104,0.1597542242703533
prediction.497,Beef,115,0.17665130568356374
prediction.497,Poultry,348,0.5345622119815668
prediction.497,Sheep,188,0.2887864823348694
prediction.498,Beef,115,0.17665130568356374
prediction.498,Poultry,411,0.631336405529954
prediction.498,Sheep,125,0.19201228878648233
prediction.499,Beef,152,0.23348694316436253
prediction.499,Poultry,395,0.6067588325652842
prediction.499,Sheep,104,0.1597542242703533
prediction.5,Beef,147,0.22580645161290322
prediction.5,Poultry,365,0.5606758832565284
prediction.5,Sheep,139,0.21351766513056836
prediction.50,Beef,121,0.1858678955453149
prediction.50,Poultry,402,0.6175115207373272
prediction.50,Sheep,128,0.1966205837173579
prediction.500,Beef,139,0.21351766513056836
prediction.500,Poultry,412,0.6328725038402457
prediction.500,Sheep,100,0.15360983102918588
prediction.51,Beef,121,0.1858678955453149
prediction.51,Poultry,405,0.6221198156682027
prediction.51,Sheep,125,0.19201228878648233
prediction.52,Beef,125,0.19201228878648233
prediction.52,Poultry,379,0.5821812596006144
prediction.52,Sheep,147,0.22580645161290322
prediction.53,Beef,119,0.1827956989247312
prediction.53,Poultry,415,0.6374807987711214
prediction.53,Sheep,117,0.17972350230414746
prediction.54,Beef,157,0.2411674347158218
prediction.54,Poultry,408,0.6267281105990783
prediction.54,Sheep,86,0.13210445468509985
prediction.55,Beef,148,0.22734254992319508
prediction.55,Poultry,414,0.6359447004608295
prediction.55,Sheep,89,0.13671274961597543
prediction.56,Beef,130,0.19969278033794163
prediction.56,Poultry,388,0.5960061443932412
prediction.56,Sheep,133,0.20430107526881722
prediction.57,Beef,143,0.2196620583717358
prediction.57,Poultry,438,0.6728110599078341
prediction.57,Sheep,70,0.10752688172043011
prediction.58,Beef,146,0.22427035330261136
prediction.58,Poultry,376,0.5775729646697388
prediction.58,Sheep,129,0.19815668202764977
prediction.59,Beef,183,0.28110599078341014
prediction.59,Poultry,364,0.5591397849462365
prediction.59,Sheep,104,0.1597542242703533
prediction.6,Beef,140,0.21505376344086022
prediction.6,Poultry,381,0.5852534562211982
prediction.6,Sheep,130,0.19969278033794163
prediction.60,Beef,121,0.1858678955453149
prediction.60,Poultry,444,0.6820276497695853
prediction.60,Sheep,86,0.13210445468509985
prediction.61,Beef,125,0.19201228878648233
prediction.61,Poultry,417,0.6405529953917051
prediction.61,Sheep,109,0.1674347158218126
prediction.62,Beef,157,0.2411674347158218
prediction.62,Poultry,390,0.5990783410138248
prediction.62,Sheep,104,0.1597542242703533
prediction.63,Beef,162,0.2488479262672811
prediction.63,Poultry,387,0.5944700460829493
prediction.63,Sheep,102,0.15668202764976957
prediction.64,Beef,226,0.34715821812596004
prediction.64,Poultry,336,0.5161290322580645
prediction.64,Sheep,89,0.13671274961597543
prediction.65,Beef,171,0.2626728110599078
prediction.65,Poultry,381,0.5852534562211982
prediction.65,Sheep,99,0.15207373271889402
prediction.66,Beef,154,0.23655913978494625
prediction.66,Poultry,380,0.5837173579109063
prediction.66,Sheep,117,0.17972350230414746
prediction.67,Beef,165,0.2534562211981567
prediction.67,Poultry,381,0.5852534562211982
prediction.67,Sheep,105,0.16129032258064516
prediction.68,Beef,175,0.26881720430107525
prediction.68,Poultry,373,0.5729646697388633
prediction.68,Sheep,103,0.15821812596006143
prediction.69,Beef,140,0.21505376344086022
prediction.69,Poultry,415,0.6374807987711214
prediction.69,Sheep,96,0.14746543778801843
prediction.7,Beef,101,0.15514592933947774
prediction.7,Poultry,437,0.6712749615975423
prediction.7,Sheep,113,0.17357910906298002
prediction.70,Beef,143,0.2196620583717358
prediction.70,Poultry,372,0.5714285714285714
prediction.70,Sheep,136,0.20890937019969277
prediction.71,Beef,168,0.25806451612903225
prediction.71,Poultry,382,0.5867895545314901
prediction.71,Sheep,101,0.15514592933947774
prediction.72,Beef,128,0.1966205837173579
prediction.72,Poultry,439,0.674347158218126
prediction.72,Sheep,84,0.12903225806451613
prediction.73,Beef,104,0.1597542242703533
prediction.73,Poultry,430,0.6605222734254992
prediction.73,Sheep,117,0.17972350230414746
prediction.74,Beef,192,0.29493087557603687
prediction.74,Poultry,368,0.565284178187404
prediction.74,Sheep,91,0.13978494623655913
prediction.75,Beef,176,0.27035330261136714
prediction.75,Poultry,357,0.5483870967741935
prediction.75,Sheep,118,0.18125960061443933
prediction.76,Beef,196,0.3010752688172043
prediction.76,Poultry,339,0.5207373271889401
prediction.76,Sheep,116,0.1781874039938556
prediction.77,Beef,141,0.21658986175115208
prediction.77,Poultry,390,0.5990783410138248
prediction.77,Sheep,120,0.18433179723502305
prediction.78,Beef,155,0.23809523809523808
prediction.78,Poultry,391,0.6006144393241167
prediction.78,Sheep,105,0.16129032258064516
prediction.79,Beef,97,0.1490015360983103
prediction.79,Poultry,442,0.6789554531490015
prediction.79,Sheep,112,0.17204301075268819
prediction.8,Beef,173,0.26574500768049153
prediction.8,Poultry,391,0.6006144393241167
prediction.8,Sheep,87,0.1336405529953917
prediction.80,Beef,99,0.15207373271889402
prediction.80,Poultry,405,0.6221198156682027
prediction.80,Sheep,147,0.22580645161290322
prediction.81,Beef,191,0.29339477726574503
prediction.81,Poultry,365,0.5606758832565284
prediction.81,Sheep,95,0.14592933947772657
prediction.82,Beef,151,0.23195084485407066
prediction.82,Poultry,401,0.6159754224270353
prediction.82,Sheep,99,0.15207373271889402
prediction.83,Beef,178,0.27342549923195086
prediction.83,Poultry,383,0.5883256528417818
prediction.83,Sheep,90,0.1382488479262673
prediction.84,Beef,184,0.282642089093702
prediction.84,Poultry,375,0.576036866359447
prediction.84,Sheep,92,0.141321044546851
prediction.85,Beef,141,0.21658986175115208
prediction.85,Poultry,397,0.6098310291858678
prediction.85,Sheep,113,0.17357910906298002
prediction.86,Beef,150,0.2304147465437788
prediction.86,Poultry,371,0.5698924731182796
prediction.86,Sheep,130,0.19969278033794163
prediction.87,Beef,134,0.20583717357910905
prediction.87,Poultry,403,0.6190476190476191
prediction.87,Sheep,114,0.17511520737327188
prediction.88,Beef,174,0.2672811059907834
prediction.88,Poultry,383,0.5883256528417818
prediction.88,Sheep,94,0.1443932411674347
prediction.89,Beef,132,0.20276497695852536
prediction.89,Poultry,432,0.663594470046083
prediction.89,Sheep,87,0.1336405529953917
prediction.9,Beef,143,0.2196620583717358
prediction.9,Poultry,332,0.5099846390168971
prediction.9,Sheep,176,0.27035330261136714
prediction.90,Beef,139,0.21351766513056836
prediction.90,Poultry,401,0.6159754224270353
prediction.90,Sheep,111,0.17050691244239632
prediction.91,Beef,169,0.25960061443932414
prediction.91,Poultry,378,0.5806451612903226
prediction.91,Sheep,104,0.1597542242703533
prediction.92,Beef,159,0.24423963133640553
prediction.92,Poultry,393,0.6036866359447005
prediction.92,Sheep,99,0.15207373271889402
prediction.93,Beef,140,0.21505376344086022
prediction.93,Poultry,399,0.6129032258064516
prediction.93,Sheep,112,0.17204301075268819
prediction.94,Beef,146,0.22427035330261136
prediction.94,Poultry,397,0.6098310291858678
prediction.94,Sheep,108,0.16589861751152074
prediction.95,Beef,183,0.28110599078341014
prediction.95,Poultry,364,0.5591397849462365
prediction.95,Sheep,104,0.1597542242703533
prediction.96,Beef,132,0.20276497695852536
prediction.96,Poultry,409,0.6282642089093702
prediction.96,Sheep,110,0.16897081413210446
prediction.97,Beef,104,0.1597542242703533
prediction.97,Poultry,353,0.5422427035330261
prediction.97,Sheep,194,0.2980030721966206
prediction.98,Beef,170,0.261136712749616
prediction.98,Poultry,346,0.5314900153609831
prediction.98,Sheep,135,0.2073732718894009
prediction.99,Beef,119,0.1827956989247312
prediction.99,Poultry,394,0.6052227342549923
prediction.99,Sheep,138,0.2119815668202765
